1,0.0218974,99.9997
2,0.0437949,99.9994
3,0.0656923,99.9989
4,0.0875897,99.9984
5,0.109487,99.9979
6,0.131385,99.9972
7,0.153282,99.9965
8,0.175179,99.9957
9,0.197077,99.9949
10,0.218974,99.9939
11,0.240872,99.9929
12,0.262769,99.9919
13,0.284667,99.9907
14,0.306564,99.9895
15,0.328462,99.9882
16,0.350359,99.9869
17,0.372256,99.9855
18,0.394154,99.984
19,0.416051,99.9824
20,0.437949,99.9808
21,0.459846,99.9791
22,0.481744,99.9773
23,0.503641,99.9754
24,0.525538,99.9735
25,0.547436,99.9715
26,0.569333,99.9694
27,0.591231,99.9673
28,0.613128,99.9651
29,0.635026,99.9628
30,0.656923,99.9605
31,0.678821,99.958
32,0.700718,99.9556
33,0.722615,99.953
34,0.744513,99.9504
35,0.76641,99.9476
36,0.788308,99.9449
37,0.810205,99.942
38,0.832103,99.9391
39,0.854,99.9361
40,0.875897,99.933
41,0.897795,99.9299
42,0.919692,99.9267
43,0.94159,99.9234
44,0.963487,99.9201
45,0.985385,99.9167
46,1.00728,99.9132
47,1.02918,99.9096
48,1.05108,99.906
49,1.07297,99.9023
50,1.09487,99.8985
51,1.11677,99.8947
52,1.13867,99.8907
53,1.16056,99.8868
54,1.18246,99.8827
55,1.20436,99.8786
56,1.22626,99.8744
57,1.24815,99.8701
58,1.27005,99.8657
59,1.29195,99.8613
60,1.31385,99.8568
61,1.33574,99.8523
62,1.35764,99.8476
63,1.37954,99.8429
64,1.40144,99.8382
65,1.42333,99.8333
66,1.44523,99.8284
67,1.46713,99.8234
68,1.48903,99.8184
69,1.51092,99.8132
70,1.53282,99.808
71,1.55472,99.8028
72,1.57662,99.7974
73,1.59851,99.792
74,1.62041,99.7865
75,1.64231,99.781
76,1.66421,99.7754
77,1.6861,99.7697
78,1.708,99.7639
79,1.7299,99.758
80,1.75179,99.7521
81,1.77369,99.7462
82,1.79559,99.7401
83,1.81749,99.734
84,1.83938,99.7278
85,1.86128,99.7215
86,1.88318,99.7152
87,1.90508,99.7088
88,1.92697,99.7023
89,1.94887,99.6957
90,1.97077,99.6891
91,1.99267,99.6824
92,2.01456,99.6756
93,2.03646,99.6688
94,2.05836,99.6619
95,2.08026,99.6549
96,2.10215,99.6479
97,2.12405,99.6407
98,2.14595,99.6335
99,2.16785,99.6263
100,2.18974,99.6189
101,2.21164,99.6115
102,2.23354,99.6041
103,2.25544,99.5965
104,2.27733,99.5889
105,2.29923,99.5812
106,2.32113,99.5734
107,2.34303,99.5656
108,2.36492,99.5577
109,2.38682,99.5497
110,2.40872,99.5417
111,2.43062,99.5335
112,2.45251,99.5254
113,2.47441,99.5171
114,2.49631,99.5088
115,2.51821,99.5004
116,2.5401,99.4919
117,2.562,99.4833
118,2.5839,99.4747
119,2.60579,99.466
120,2.62769,99.4573
121,2.64959,99.4484
122,2.67149,99.4395
123,2.69338,99.4306
124,2.71528,99.4215
125,2.73718,99.4124
126,2.75908,99.4032
127,2.78097,99.3939
128,2.80287,99.3846
129,2.82477,99.3752
130,2.84667,99.3657
131,2.86856,99.3562
132,2.89046,99.3466
133,2.91236,99.3369
134,2.93426,99.3271
135,2.95615,99.3173
136,2.97805,99.3074
137,2.99995,99.2974
138,3.02185,99.2874
139,3.04374,99.2773
140,3.06564,99.2671
141,3.08754,99.2568
142,3.10944,99.2465
143,3.13133,99.2361
144,3.15323,99.2256
145,3.17513,99.2151
146,3.19703,99.2045
147,3.21892,99.1938
148,3.24082,99.183
149,3.26272,99.1722
150,3.28462,99.1613
151,3.30651,99.1504
152,3.32841,99.1393
153,3.35031,99.1282
154,3.37221,99.117
155,3.3941,99.1058
156,3.416,99.0944
157,3.4379,99.083
158,3.45979,99.0716
159,3.48169,99.06
160,3.50359,99.0484
161,3.52549,99.0368
162,3.54738,99.025
163,3.56928,99.0132
164,3.59118,99.0013
165,3.61308,98.9893
166,3.63497,98.9773
167,3.65687,98.9652
168,3.67877,98.953
169,3.70067,98.9407
170,3.72256,98.9284
171,3.74446,98.916
172,3.76636,98.9036
173,3.78826,98.891
174,3.81015,98.8784
175,3.83205,98.8657
176,3.85395,98.853
177,3.87585,98.8402
178,3.89774,98.8273
179,3.91964,98.8143
180,3.94154,98.8013
181,3.96344,98.7882
182,3.98533,98.775
183,4.00723,98.7618
184,4.02913,98.7484
185,4.05103,98.735
186,4.07292,98.7216
187,4.09482,98.708
188,4.11672,98.6944
189,4.13862,98.6808
190,4.16051,98.667
191,4.18241,98.6532
192,4.20431,98.6393
193,4.22621,98.6254
194,4.2481,98.6113
195,4.27,98.5972
196,4.2919,98.583
